"project","case_id","run_id","chapter_id","repeat_index","arm_id","blind_label","output","callback_hits","setting_violations","future_leaks","review_preference","review_notes"
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-1","chapter-007","1","recent-fill","sample-2","柳七说：“若按失物登，你簿上第一句就要写‘南渠拾得’。这一句不对。”

小吏的笔停在半空，看了看他袖口，又看了看船篷外的林秋：“不是南渠拾的，也总得有个来处。如今水涨，船上带着旧纸旧篾，查起来都要有账。”

“账我可以画押。”柳七把袖口松开一点，露出那截被潮气泡软的白尾，又很快按住，“你要记我随身带着一只旧纸鸢，我认。可不能写它是寻常失物。”

小吏皱眉：“差在哪里？失物入簿，是怕乱领乱拿。等水退了，仓房自会收着。”

“差在它没有丢。”柳七说。

船篷外的潮声正撞在埠桩上，一下一下，像有人把旧木牌翻过来重敲。林秋没有回头，只把手指搭在湿冷的篷杆上。

柳七停了一息，才接着道：“丢了的东西，才等旁人来认。它在我这里，是我自己没放下。若交给你们，写了颜色、尺寸、拾得时辰，再盖个印，它就只剩一只白尾纸鸢。日后谁来翻簿，都能照着那几行话说它像是自己的；若无人来翻，仓房也只按旧纸处置。你们这么办没有错，可这不是我要还的那一笔。”

小吏听得不耐，又不好立刻发作，只把水牌往案上一磕：“一只纸鸢，还能有多大的账？”

“纸鸢不大。”柳七说，“大的是我曾经借它躲过一句话。”

小吏抬起眼。

柳七没有看林秋，也没有把那只纸鸢再藏深，只让白尾露在袖边一点，像怕它又被潮风卷走似的。

“那时候我若肯说清楚，它早该有去处。后来我一路把它压在身上，不是怕没人认领，是怕我自己把它当成没发生过。如今你替我登…","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-1","chapter-007","1","four-layer","sample-3","柳七低头看了一眼小吏摊开的簿册。

纸页被潮气洇得发软，前头几行写着油伞、竹箱、半袋米、断桨，各有一格来处，一格颜色，一格候领日期。笔锋再往下空着，正等把他的纸鸢也收进去。

他顿了顿，说：“大人若要记，也只能记我这个人，不该记它。”

小吏握着笔，皱眉道：“一只纸鸢，既从水边带来，不入失物簿，回头谁问得清？”

“它不是我捡的。”柳七说。

这话落下时，船篷外的潮声正撞在木桩上，低低一沉。林秋没有回头，只把手扶在篷柱边，指节被雨风吹得微白。

柳七把袖口按紧，像怕那一点潮湿的纸又被人从账目里抽走。

“寻常失物是主人一时松了手，东西离了人，才要等人来认。”他说，“这只纸鸢不是这样。它到我手里时，就已经有人把话一并交给我了。纸是轻的，尾巴也是纸糊的，可那句话不是。”

小吏的笔尖悬着，墨水在纸上坠成一点。

柳七看着那一点墨，又道：“若写进簿子里，便只能写白尾纸鸢一只，水边拾得，候洪退后入仓。再过几日，纸烂了，尾断了，仓房的人翻出来，也不过说是无人认领的旧物。可它不是等别人来领的东西。”

小吏问：“那它等什么？”

柳七没有立刻答。

他听见南渠水势在船腹下翻卷，也听见远处有人催渡，木牌互相碰着，像一串急促的账声。那些日子里他记过太多牌号、路单、船名，什么东西到了他手上，都能照规矩分门别类；唯独这一只纸鸢，不能被他放到那一格里去。

“它等我认账。”柳七说。

小吏怔了怔。

柳…","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-2","chapter-007","2","baseline","sample-1","柳七把袖口按得更紧些，像怕那一点湿纸再被风摸去。

“失物入册，要写拾处、形色、等人来认。”他说，“这三样我都不能给你写。”

南渠小吏抬了抬笔，雨水顺着笔杆往账页上淌。他每日见人护着银簪、药包、路契，也见人把半袋米当命根子抱着，唯独没见谁为一只泡皱的纸鸢同仓房争理，便皱眉道：“不能写就更该交仓。洪水里捞起来的东西，过了渠口都算公拾，免得日后有人来问，说你私藏。”

柳七没有立刻驳他。他听了一阵潮声，才道：“我不是从水里捞的。”

小吏的笔停住。

“它也不是今夜才丢。”柳七说，“若照你们的簿子写，只能写成白尾纸鸢一只，破损，湿，待领。可这几个字一落下去，它就成了谁都能问、谁都能认、谁都能按规矩取走的东西。认得纸、认得尾、说得出河埠风向的人，也许很多；可真正该收它的人，不会拿仓房的回条来换。”

船篷外有人催渡，声音被水气冲散，只剩急促的尾音。小吏不耐烦地翻了翻前页，仿佛想从旧例里找出一条能压住他的规矩。

柳七又道：“寻常失物，是主家一时失手，盼着旁人替他看好。这个不是。它在我袖里，是我没把话办完。若我交给仓房，就等于把这句话也交出去，交给谁都不认得的柜子、封条和霉纸。等洪水退了，你们会晒船牌，会清驿签，会把无人认的杂物按堆数点。到那时它若还在，也只剩一件旧纸。”

小吏看了看他，又看了看他身后。

林秋仍站在雨边，没有插话。

柳七知道她在听，便把后半句说得更稳些：“可它原不是…","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-2","chapter-007","2","recent-fill","sample-2","小吏把笔停在“物名”那一格上，不耐烦地抬眼：“纸鸢不是失物，还能是什么？如今水上捡来的，一律先入册。你不肯入册，往后若有人来问，我拿什么回话？”

柳七把袖口按住，像按住一处还没干透的伤纸。他说：“你若一定要回话，就回在我名下。”

小吏皱眉：“你的？”

“不是我的物，是我的账。”柳七说，“寻常失物，写得明白：何处拾得，几件几色，失主不详，限日认领。可这只纸鸢不能这样写。写‘南渠拾得’，是错；它不是今日从潮里才有的。写‘失主不详’，也是错；它不是无人可认，只是我不能让它在仓房里等随便一个人凭白尾二字来认。写‘洪水后处置’，更错；它若被晒干、折好、归档，便只剩一张纸的下落，原先压在上头的话就没有地方放了。”

小吏听得半懂，看看他，又看看船篷外立着的林秋：“一只纸鸢，能压什么话？”

柳七没有转头。他听见渠水拍着船肋，听见岸上有人喊下一拨渡牌，也听见自己这些日子在驿灯、马棚、仓檐底下反复躲开的那一句终于被逼到舌根。

“当年从河埠带走它的时候，我不是捡便宜，也不是收玩物。”他说，“有人说过，纸鸢若落下来，总要有人把线理清；人若被水路隔开，也总要有人回头。后来我替人记了许多账，换了许多签，几次想把它当成无用东西丢掉。可我一旦把它登记成失物，就等于说它只是被风吹丢、被水冲来，等仓房替我处置；那样，我欠下的就成了洪水的事，不成我的事了。”

小吏的笔尖垂下去，在纸上悬了半晌。

柳七又道…","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-2","chapter-007","2","four-layer","sample-3","小吏的笔尖悬在册页上，墨水被潮气洇开一点，像河面上散了的一圈雨纹。

“不是失物，又算什么？”他问，“如今水面上漂来的东西多，不登册，往后若有人来问，谁也说不清。”

柳七低头看了看袖口。

那只白尾纸鸢被他压得很深，纸骨受过潮，边角却还在。它不重，藏在袖里时几乎没有分量，可每逢有人要替它落一个官样名目，他便觉得袖中沉得像压着一段河水。

“失物是主人一时丢了，拾到的人替他等。”柳七说，“这不是。”

小吏皱眉：“那也是从水里、路上、驿里带来的旧物。照例归仓，贴签，候认。”

“照例要先写明从何处拾得。”柳七抬眼看他，“可我不是拾得。”

船篷外，潮声压着两岸木桩，咚咚地响。林秋站在那里，指尖扶着篷柱，没回头。

小吏看了看柳七，又看了看他袖子，像是听见了麻烦的开头，笔尖终于落下，却没有写字。

柳七慢慢道：“它是有人在河埠交给我的。交的时候，不是托我送去仓房，也不是让我替她寻主人。她只要我记住一句话。”

小吏问：“什么话？”

柳七的手按在袖上，隔着湿布按住那一点旧纸。

“白尾纸鸢若先到河闸，我就回来。”

这句话说出来时，船篷里反倒静了一瞬。外头有人催渡，竹篙敲在船帮上，水牌被风掀得哗啦作响，可那一瞬间，柳七只听见南渠底下翻涌的潮声，像许多年前河埠边涨起来的春水，一阶一阶没过石缝。

小吏显然没听懂，迟疑道：“这同登记有什么相干？”

“相干。”柳七说，“若登记成失物，它便…","1","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-3","chapter-007","3","baseline","sample-1","柳七没有立刻看那小吏，只把袖口按紧些，像怕一阵潮风把纸鸢里剩下的干处也吹散了。

“若写成失物，”他说，“你簿上便只剩四个字，纸鸢一只。再细些，添白尾、旧损、沾水，也还是一件东西。”

南渠小吏抬着笔，笔尖悬在纸上，雨气把墨色洇开一圈。他听过太多这种不肯交物的人，银簪说是亡母遗物，包袱说是路上托付，最后多半还是要归仓，等人来认，等不到便照例处置。

柳七知道他在等一句能落簿的话，便低声又道：“可它不是我在渠边拾来的。它在我袖里过了这些天，也不止这些天。若今日交给你，等洪水退了，它跟断桨、破笠、漂来的鞋袜一同堆在仓房里，谁来问，都要先说失主何人，何处遗落，何时见得。我答不上你那些格子里的话。”

小吏皱眉：“答不上，才该登记。南渠近日漂来的东西多，不登记，日后更寻不清。”

“我不是要寻它的主。”柳七说到这里，才看了他一眼，“我是不肯让它变成无主。”

船篷外潮声一阵压过一阵，木桩被水顶得咯吱作响。林秋站在风口，听见这一句，眼睫微微垂了垂，却仍没有插话。

小吏不明白，笔尖终于落下去半点，又停住：“不寻主，又不是无主，那你要怎样？”

柳七把纸鸢从袖中取出一角，没有全展开。那白尾被雨泡得发软，粘在掌心边，像一截旧雪。纸面经年折过的痕迹还在，湿了也不肯平顺。

“寻常失物，是人走急了，手里少了一样。”柳七说，“这只不是。它是有人留过话的。话没完，东西便不能交给仓房。仓房能收器物，能押签…","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-3","chapter-007","3","recent-fill","sample-2","小吏把笔尖停在“失物”那一栏上，抬眼看他：“一只湿纸鸢，也要分得这样清？”

柳七说：“要分清。写成失物，就要写哪里拾得、何时拾得、等谁来领。可它不是我在南渠水里拾的，也不是等旁人凭一截白尾来认的。”

他按着袖口，像按住一张快要被潮气洇开的旧账：“它若进了仓房，贴了号，便有交割，有期限，有统一处置的去处。水牌、货签、麻绳可以这样，短一寸少一张，都能在簿上补齐。可这只纸鸢补不齐。它在我身上，是因为有句话还没有算清。”

小吏听不出那句话的轻重，只嫌簿页被风吹得乱响。柳七又低声补了一句：“我若写了拾得二字，就像这些日子只是替一件不相干的东西找主。不是的。它没丢，是我一直不敢丢。”

船篷外，林秋仍望着潮水，没有回头。小吏终于把笔从那一栏移开，问那该怎么记。柳七说：“若一定要记，就记柳七自带旧物，过渠随身。别记失物，也别交仓房。”","0","0","0","",""
"纸鸢旧约","south-canal-vow","south-canal-vow-chapter-007-repeat-3","chapter-007","3","four-layer","sample-3","柳七低头看着小吏笔尖上那一点未落的墨，过了片刻才道：“若是伞、斗笠、包袱，写进簿子里都成。哪日主人来认，照号取走；没人来认，仓房也有仓房的章程。”

小吏皱眉看他。

柳七把袖口按得更紧些，像怕潮气再往里钻，也像怕那几笔字真落到簿面上去。

“可它不是我从水里捡来的。”他说，“也不是谁赶路时落下的。它本来就该到河闸来。白尾先到，我就回来，这话是我亲口应下的。”

船篷外的潮声撞在木桩上，一下重过一下。

小吏手里的笔停住，催他填名的声音也低了些：“既是你的东西，登记了也不妨，写明柳七领回便是。”

柳七摇头。

“写不得。”他说，“一写成失物，就成了无主之物。簿子上只认年月、形状、颜色，认不出一句话等了多久，也认不出是谁把它交到我手里。等洪水退了，仓房翻检，白尾纸鸢不过是一件潮坏的纸扎，能归类，能销号，能说已经处置。可我不能让它变成那样。”

他声音不高，混在船边水响里，反倒更清楚。

“我这些天把路单改来改去，船牌、驿签、渡口账目，哪一样都能交给别人收。只有这个不行。它不是要等人来认领，它是来认我的。它到了，我便不能装作没看见。”","1","1","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-1","chapter-008","1","baseline","sample-1","柳七把手指按在纸鸢的尾端，灯火一晃，那一截白便像水面上翻起的旧浪。

“账册要紧，”他低声说，“我知道。船从哪一闸过，马在哪一铺换，银钱几时入库，少一笔都会有人追问。”

外头又敲了一下门板，声响落在灯影里，像催人把话咽回去。柳七没有应，只把那本已经洇墨的册子推远了些。

“可账册记的是人走过之后，岸上要怎样算清。”他说，“这只纸鸢记的，是人还没走散的时候，彼此怎么说过。”

林秋没有动。

柳七垂着眼，像怕一抬头，那句拖了太久的话又要被风带走。

“册子错了，还能补。今日这本污了，明日我照旧能重抄。船牌有人见过，换马有铺印，渡口有签，谁要查，都查得到。可这只纸鸢若丢了，就只剩我一张嘴说当年我记得。”

他顿了顿，指腹从折痕上慢慢抹过。那纸被水泡过，边角发软，白尾却还固执地搭在灯下。

“我这些天不肯放下，不是舍不得一件旧物。”柳七说，“是怕我一放下，连自己也能装作那句话没说过。”

林秋看着他，灯影把她的眉目照得很浅，像隔着一层潮雾。

柳七的声音更低了些。

“账册给旁人看，纸鸢是给我自己看的。旁人只要我把来去交代清楚，可我若连它也交出去，就没人再拦我把心里的账也改了。改成我只是顺路回来，改成我只是奉差归岸，改成那年风大水急，什么都不必算数。”

他终于抬起头。

“林秋，我记得每一条船牌，是因为那是我的差事。记得每一匹换马，是因为路上不能乱。可我记得这只纸鸢，是因为我欠你的，…","0","0","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-1","chapter-008","1","recent-fill","sample-2","“账册错了，还能重抄。”柳七把笔搁在砚边，声音压得很低，“船牌、驿签、草料、税银，都有人对，有印，有手押。今日漏一行，明日还能翻旧底；今日多写一笔，也有人来同我争。可这只纸鸢一旦交进仓房，就只剩失物两个字。”

林秋没有接话。

灯芯轻轻爆了一下，渡册边角被火光照得发黄。外头催账的人又敲了两下门，像怕屋里的人忘了时辰。柳七没有应，只用指腹按住纸鸢被墨洇湿的那一道折痕。

“账册记的是旁人的路。”他说，“哪条船过了闸，哪匹马换了鞍，哪家船队欠了税，哪一袋潮粮要补数。它们要紧，因为有人等着凭这些过河、领货、还债。可我把它们记得再清，也不过是替他们把眼前这一段水路理顺。”

他停了一停，像是怕说重了，又像是怕说轻了。

“纸鸢不是。”柳七道，“它不替谁领银，不替谁换马，也不能拿去抵一盏灯油。可它在我袖里，我就知道有一句话还没被我混在账目里抹掉。”

林秋的目光落在他手上。

那只白尾纸鸢已经不成样子了，尾纸被水泡得发软，边缘卷起，旧糊处开了口。若按仓房的规矩，它确实只能算一件无主旧物，晒干，登记，归箱，等来日无人认领，再同破篷布、烂签牌一处处置。

“我这几天一直在忙。”柳七低声说，“忙着给别人改路单，忙着记哪家船能先走，哪匹马还撑得住，忙着听人说汀州水涨、河闸封紧、你已经走了。每一样都像比它急。可越是急，我越不敢松手。”

他抬眼看了林秋一下，又很快垂下去。

“我怕一松手，就能骗自己…","0","0","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-1","chapter-008","1","four-layer","sample-3","柳七把笔搁在砚边，声音压得很低，像怕一出口就惊散了灯焰。

“账册要紧，是因为它管别人今日过河、明日交差。船牌错了，可以查木牌；马数少了，可以问驿脚；银钱多一笔少一笔，顶多挨骂，再重抄一遍。”

他指尖停在纸鸢白尾上，那里被水泡过，边沿起了细细的毛。

“可这个若丢了，就没有第二本可抄。”

林秋没接话，只看着他。

柳七又道：“他们要我记的，都是已经走过去的东西。哪条船靠过岸，哪匹马换了蹄，谁催渡，谁欠账，我记得清，是因为这些事有人来问，有章可对，有名可寻。可你给我的这只纸鸢，不是给账房查验的。”

他顿了顿，喉间像压着那几日河风。

“你那时说，若白尾纸鸢先到河闸，我就回来。我答应了。”

灯下的影子微微一晃，林秋垂在案边的手指收紧了一些。

柳七没有抬头，只把那只旧纸鸢从洇开的墨边轻轻挪开，像挪开一件不能再受污损的契书。

“所以它不是失物。也不是旧物。它到哪里，我欠的那句话就到哪里。南渠的人要登记它，我不肯，是因为一登记，它就成了谁都能收、谁都能放、等水退了再清点的东西。可我答应你的，不是等水退，也不是等仓房开封。”

外头又有人拍了拍门板，催声含混地从潮气里透进来。

柳七仍没有应。

“账册交得迟，至多说我误了差。可这只纸鸢若放下，我就等于承认那句话也能搁一搁，能转交，能归档，能跟别的废纸一处压进库里。”他低声说，“林秋，我这些天守着它，不是舍不得一张纸。我是怕自己一松…","1","0","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-2","chapter-008","2","baseline","sample-1","柳七把指腹压在那道洇开的墨痕上，声音低得像怕惊动外头的催账声。

“账册上写的，都是已经过了岸的东西。哪条船迟了，哪匹马换了，哪一袋米少了半斗，明日还可以对，后日还可以补。写错了，旁边添一笔，重抄一页，总有人认。”

他停了一下，灯芯轻轻爆了一声。

“可这只纸鸢不是账。”

林秋没有接话，只看着他被灯影压暗的手背。

柳七将白尾纸鸢往自己这边收了半寸，像收回一件不能随手摊开的旧事。

“它落过水，折过，尾巴也脏了。若只当它是一件旧物，早该丢了。可我这些年记得的，不是它飞得多高，也不是它原先多干净。”

他的喉结动了动。

“我记得的是，当年有人把话留在它上头，又有人没敢接住。”

窗外的脚步声又近了些，有人隔着门板喊了一句柳管账，语气里带着不耐。柳七没有应。他抬眼看林秋，眼里有账灯的光，也有一点被潮气泡旧了的迟疑。

“林秋，账册丢了，我可以从船牌里找，从渡口人的口里问，从水痕和马印里一点点捡回来。只要人还在岸上，账总有办法归清。”

他说到这里，声音更低。

“可这纸鸢若没了，我就只剩自己记得。自己记得的东西，最容易被日子磨成另一句话。今日说是风大，明日说是水急，再过几年，就能说成当初本来没有人等过，也没有人答过。”

林秋的手指微微蜷起，袖口在桌沿擦出一点细响。

柳七垂下眼，像终于肯把那册账之外的亏欠也翻开来。

“我怕的不是交不上账。那些账是给渡口、给仓房、给催文书的人看…","0","0","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-2","chapter-008","2","recent-fill","sample-2","柳七的指腹按在纸鸢白尾上，声音压得比灯芯还低。

“账册错了，可以重抄。”他说，“船牌若记差，还有船夫、驿吏、税签能对。哪一家几时过闸，哪一匹马换给谁，迟一更、早一更，总有人肯吵，总有人肯认。可这只纸鸢若没了，就没人替我记。”

林秋没有接话。外头催账的人又敲了一下门板，声音隔着雨气，像从河面上漂来。

柳七把册页往灯外推了推，免得墨再洇过去。他看着那道旧折痕，像看一条已经干了很久的水线。

“这些日子我一直记别人的去处，”他道，“谁往南渠，谁退回北仓，谁在雨驿换马，谁借了草料，谁少交半串船税。每一笔都有名有姓，落在纸上，就算我不记得，也会有人拿着账来问我。可是我自己的去处，没人问。”

他顿了顿，喉间像被夜风刮了一下。

“我那时若信了误信，就该顺着账走。账上催我往哪边，我便往哪边；水牌叫我留下，我便留下；仓房说这是失物，我便交出去。这样最稳妥，谁也挑不出错。可我一摸到它，就知道不能只照账上活。”

林秋抬眼看他，灯影在她睫下轻轻一晃。

柳七低头，把那只被潮气泡软又晾硬的纸鸢拢在掌心，像怕声音重了，也会把它压裂。

“它不是值钱的东西，也不是凭证。可当年那句话，只有它还听着。”他说，“我把话说得太早，又走得太急，后来一条一条路单压下来，我就拿忙当理由，拿水急当理由，拿别人要紧当理由。若连它也丢了，我就真能装作从没说过。”

门外的人又催了一声，这一回更近，带着不耐烦的咳嗽。

…","0","0","0","",""
"纸鸢旧约","ledger-token","ledger-token-chapter-008-repeat-2","chapter-008","2","four-layer","sample-3","柳七把笔搁在砚沿上，指腹压了压那一处被墨洇黑的折痕，声音低得像怕惊动灯芯。

“账册错了，还有底本。”

外头的催声隔着门板又响了一下，他没有回头，只把白尾纸鸢往灯影里挪了挪。那一截白尾被水泡过，干了以后不再平整，边上卷着，像河风吹到最后留下的一点痕。

“船牌可以重对，马匹可以再问，银钱差了也能叫人拿算盘一粒一粒拨回来。哪一笔进，哪一笔出，终归有人看见，有人在岸上等着签字盖印。就算我写错三笔，也不过是挨骂，罚银，熬一夜重新抄清。”

他停了停，抬眼看向林秋。

“可它没有第二本。”

林秋站在灯外半步，没有接话。账灯的光照不到门槛，只把柳七的侧脸照得有些倦，像这些天所有水声、催渡声、点验声都压在这一句话后头。

柳七又低声说：“他们要我交账，是因为渡口要知道今日过了多少船、欠了多少钱。你问我为什么不肯放下它，是因为你要知道，我还认不认当年那一句。”

他说到这里，手指微微蜷了一下。

“当年在河埠，你把这只白尾纸鸢交给我的时候，我答应过你。只要它先到河闸，我就回来。”

那句话落在账灯下，竟比外头的催声还轻。可一轻，反倒显得不容躲。

“我这些年替人记账，最怕的就是账上无凭。可这只纸鸢不是凭账房收存的凭，是凭我自己认的。旁人看它，只是一张泡旧了的纸，尾巴白些，折得旧些，落在水里就该算失物。南渠的小吏要登记它，仓房要收它，都没有错。照规矩说，旧物入册，洪水退了再处置，最省心。”

…","1","0","0","",""
